Score,Do you know about Internet (Cyber) Crime?,Cyber Crime (Internet Crime) is ,Cyber Crime also leads to,What do you think about the most probable reason of cyber attack?,How many hours you use Smartphone in a day?,Your Age Group,Studying or Working or Not Working,Have you attended any seminar or webinar or workshop on Cyber Crime and Security Awareness?,Are you aware about Cyber Crime Safety Precautions tips?,Do you know where to file an Internet (Cyber) Crime Complaint?,Have you ever been victim of Cyber Crime?,Any type of Cyber Crime happened with you?,Did you loose any money?,Did you file complaint?,Why did you not file the complaint?,Where did you file the complaint?,Was your complaint resolved?,What is the status of Complaint,What mistakes made by the person as shown in the poster?,What is the Learning from Pencil Packaging Job Scam,What wrong Mohan did?,Does ever Bank call you for such detail ?,How will you define social media cloning?,What is the learning from this story,"You receive a friend request on Facebook on the name of your school  female friend and a beautiful smart profile picture, what will you do?","In the above video, what mistake the person did? ",What happens in Honey Trapped Video Call?,What safety precautions people should take to prevent honey trapped?,What mistake Harshita Did?,"You have decided to sell your old laptop on OLX. You add the item on OLX and soon one buyer shown an interest to buy your laptop and he also confirms the deal. He ask you to click on the link to receive the payment, what will you do? ","You are travelling on a holiday trip and suddenly you come to know that a fraudulent transaction happened in your account, what will you do? ","In the above video, what mistake he did","There is a power cut at home and suddenly you receive a call that says your power has been cut due to non payment of electricity bill and he ask to click on the link and pay the bill, what will you do?","You have received an audio message with some documents and voice notes that you have won the 35 Lakhs Rs of lottery from Kaun Banega Crorepati (KBC), what will you do?",How to take precautions when you receive such kind of lottery emails or disease treatment help or WhatsApp message?,"You receive a message on WhatsApp that a new startup company is offering you a new launched mobile phone at huge discount, Limited Stock, buy it before it stock out, what will you do?",What necessary precautions we should take while shopping online?,"Has this ""Cyber Training on Cyber Crime Awareness"" provided you a learning [Learning]","Has this ""Cyber Training on Cyber Crime Awareness"" provided you a learning [Usefulness ]","Has this ""Cyber Training on Cyber Crime Awareness"" provided you a learning [Presentation of Training Questions (Clear & Organized)]","Has this ""Cyber Training on Cyber Crime Awareness"" provided you a learning [Relevance of Information Provided in the Cyber Training]",Has this cyber training program helped you to enhance your knowledge on Cyber Crime Awareness and Safety Precautions?,How likely will you recommend this cyber training program in your family and friends circle? [Family],How likely will you recommend this cyber training program in your family and friends circle? [Friends],How likely will you recommend this cyber training program in your family and friends circle? [Others],Would you like to participate in the Workshop/Webinar/Seminar on Cyber Crime Awareness?,Would you like to participate in the Cyber Champion Ambassador Program of College/City/State/National Level to create awareness on Cyber Crime and Safety Precautions?,Any valuable suggestion or feedback to improve this training module on Cyber Crime Awareness,Gender,State,How did you come to know about this Cyber Training Program?,"You are getting multiple calls of a person who is abusing or harassing you over the phone, what will you do?","You come to know that someone posted your personal photos on social media and then you receive a call from unknown person (True Caller is displaying the name Criminal Lawyer Advocate), and he says that a complain has been registered against you and you have been asked to pay 5000 Rs to settle down the case, what will you do?",Have you enabled the two factor authentication on your Gmail or other email account?,"Have you enabled the two factor authentication for your Social Media (Facebook/Instagram/Twitter/Linkdein/
WhatsApp/SnapChat) account?",Which of the following option indicates the strong password,"If you are studying or working, write down the name of school or college or university or workplace",How many hours you use Laptop or Computer in a day ?,When do you spend your maximum time on Smartphone?,Your Internet data is always (24*7 even during sleep) ON  or SWITCH ON only when it is required ? ,"If Cyber Crime happened with you, when did it happen?","Have you ever attended ""Online Training on Cyber Crime Awareness"" organized by CollCom before?",Did you loose any money?.1
84,Yes,All of the above,Defamation of an individual on social media,Playing Games online,Not more than 2 hours in day,37 Years and Above,Working (Govt.),No,I don't have any knowledge,No,No,"Fraud Call, Online Shopping Fraud",I did not loose any money,"Yes, I filed the complaint.",,Online Complaint on Cyber Crime Portal,Yes,It was resolved and criminal was not arrested and deducted money was returned,All of the above,4. Both 2 and 3 options are correct,both b and c,No,Option A and B,Both B and C,Both B and C,Both a and b,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,C. Will first verify the authenticity of the website and startup company,Prefer Online shopping from authentic and reliable website only,Excellent,Very Good,Very Good,Excellent,Yes,Very Likely,Very Likely,Very Likely,Yes,Yes,सुझाव यही है की हम सब सेफ रहें ऐसा पासवर्ड बनाये जिसको ये खोल ना सकें ,Female,Uttar Pradesh,WhatsApp Group,File a cyber complaint on www.cybercrime.gov.in,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,सblock scout मास्टर बहादुरपुर हेड टीचर अमरसापुर ,I do not have/use Laptop or Desktop Computer,"Can't say, Smartphone usage  depends upon my requirements",I switch ON internet only when it is required,During Office Work Time,No,
92,No,All of the above,All of the above,All of the above,6-8 hours in a day,16-21 Years,UG,Yes,I have little knowledge,No,Yes,"Fraud Call, Lottery Fraud, Kaun Banega Crorepati (KBC) Fraud, Bill Payment Fraud, Part Time Job/Work From Home Fraud, Social Media Account Hacked, Social Media Account Cloned (Fake Account Created of Existing User), Abusing or Harrasment on Social Media, Online Customer Helpline Fruad",less than 5000,"No, I did not file the complaint because of lack of knowledge",No idea how to file the complaint,,,,All of the above,4. Both 2 and 3 options are correct,both b and c,No,Option A and B,Both B and C,Both B and C,Both a and b,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,Both A & B,All of the Above!,Very Good,Very Good,Very Good,Very Good,Yes,Very Likely,Somewhat Likely,Somewhat Likely,Yes,Yes,Good ,Male,Delhi/NCR,WhatsApp Group,All of the Above,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,Not,Not more than 2 hours in day,In the Night before Sleep,I switch ON internet only when it is required,"In the Morning just after Wake Up, In the Afternoon at Home, During Reading, During Travelling",Yes,
72,Yes,All of the above,All of the above,All of the above,4-6 Hours in a day,37 Years and Above,Working (Govt.),No,I don't have any knowledge,No,No,Lottery Fraud,I did not loose any money,"Yes, I filed the complaint.",,Local Police Station,Yes,Complaint was closed without any investigation,He  clicked on the link directly without verifying the authenticity of the message.,3. Always apply for the Job only from the Authentic Website of the Company,b. Shared the card details,No,Duplicate the person’s social media profile,Both B and C,"C. Will check the other details like biography, friends connected, active time on Facebook before accepting the friend request",Both a and b,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,C. Will first verify the authenticity of the website and startup company,All of the Above!,Very Good,Very Good,Very Good,Very Good,Yes,Very Likely,Very Likely,Somewhat Likely,No,No,,Male,Uttar Pradesh,WhatsApp Group,File a cyber complaint on www.cybercrime.gov.in,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",No,No,#Sohan@27!,PS Kangapur Dhanupur prayagraj ,Not more than 2 hours in day,In Evening,"I always keep my Internet ON (24*7 , Even During Sleeping Time)",Not Applicable,No,
84,Yes,All of the above,All of the above,All of the above,4-6 Hours in a day,22-29 Years,Working (Private),Yes,I have little knowledge,No,No,Not happened any crime,I did not loose any money,"No, because I was never the victim of cybercrime",,,,,All of the above,4. Both 2 and 3 options are correct,a. He verified the caller,No,Option A and B,Both B and C,Both B and C,Both a and b,All of the above,All of the above,D. Only A and B,B. You will refuse to click on the link,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,Will Immediately report to Cyber Police or file online complaint on www.cybercrime.gov.in,C. Will first verify the authenticity of the website and startup company,All of the Above!,Excellent,Very Good,Excellent,Excellent,Yes,Very Likely,Very Likely,Somewhat Likely,Yes,Yes,Develop our website and many more information upload on website,Male,Rajasthan,WhatsApp Group,All of the Above,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,Working,8-10 hours in a day,"Can't say, Smartphone usage  depends upon my requirements","I always keep my Internet ON (24*7 , Even During Sleeping Time)",Not Applicable,Yes,
96,Yes,All of the above,All of the above,Human Negligence,2 -4 Hours in a day,30-36 Years,Working (Govt.),Yes,I have good knowledge,Yes,No,I have never been a victim of cyber crime,I did not loose any money,"No, because I was never the victim of cybercrime",,,,,All of the above,4. Both 2 and 3 options are correct,both b and c,No,Option A and B,Both B and C,Both B and C,Both a and b,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,Both A & B,All of the Above!,Very Good,Very Good,Very Good,Very Good,Yes,Very Likely,Very Likely,Very Likely,Yes,Yes,It was a very nice training program to get aware about cyber crime,Female,Uttar Pradesh,WhatsApp Group,All of the Above,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,EMRS SAUNAHA KHERI UP ,2 -4 Hours in a day,In the Night before Sleep,I switch ON internet only when it is required,,No,
76,Yes,All of the above,Defamation of an individual on social media,All of the above,2 -4 Hours in a day,16-21 Years,UG,Yes,I have little knowledge,Yes,No,"Fraud Call, Kaun Banega Crorepati (KBC) Fraud, Part Time Job/Work From Home Fraud, Fake Loan Offer Fraud",I did not loose any money,"No, because I was never the victim of cybercrime",,,,,He  clicked on the link directly without verifying the authenticity of the message.,4. Both 2 and 3 options are correct,both b and c,I do not know,Option A and B,C. Report the fraudulent account to social media and also file a cyber complaint,Both B and C,Both a and b,All of the above,All of the above,B. She did not verify the authenticity of buyer,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,C. Will first verify the authenticity of the website and startup company,All of the Above!,Excellent,Excellent,Excellent,Excellent,Yes,Very Likely,Very Likely,Very Likely,Maybe,Yes,,Female,Uttar Pradesh,WhatsApp Group,All of the Above,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,GLA university,Not more than 2 hours in day,In the Night before Sleep,"I always keep my Internet ON (24*7 , Even During Sleeping Time)",During Watching Something,No,
64,Yes,All of the above,All of the above,Human Negligence,8-10 hours in a day,30-36 Years,Working (Private),No,I have little knowledge,No,No,"Fraud Call, Lottery Fraud, Kaun Banega Crorepati (KBC) Fraud, Bill Payment Fraud, Part Time Job/Work From Home Fraud",I did not loose any money,"No, I did not file the complaint because of lack of knowledge","Fear of filing complaint, ",,,,He  clicked on the link directly without verifying the authenticity of the message.,4. Both 2 and 3 options are correct,a. He verified the caller,I do not know,Option A and B,B. Make your profile picture and others information visible to your friends only,"C. Will check the other details like biography, friends connected, active time on Facebook before accepting the friend request",He did everything right,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,A. He clicked on the link and made payment,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,All of the above,C. Will first verify the authenticity of the website and startup company,All of the Above!,Very Good,Poor,Very Good,Very Good,Maybe,Somewhat Likely,Somewhat Likely,Somewhat Likely,No,Maybe,,Male,Uttar Pradesh,Any Other Source,Block the person,Will ignore the call,No,No,#Sohan@27!,Bajaj hindusthan Ltd kinauni meerut ,2 -4 Hours in a day,"Can't say, Smartphone usage  depends upon my requirements",I switch ON internet only when it is required,Not Applicable,No,
20,No,Stealing personal information,Defamation of an individual on social media,Human Negligence,2 -4 Hours in a day,16-21 Years,Not Working (Others),No,I have little knowledge,No,No,Fraud Call,I did not loose any money,"Yes, I filed the complaint.",,Local Police Station,Under Investigation,It was resolved and criminal was arrested but deducted money was not returned,He  clicked on the link directly without verifying the authenticity of the message.,1. Pay the Job Processing fee when asked from Recruiter,a. He verified the caller,Yes,Duplicate the person’s social media profile,A. Always set the profile picture and friend list public,"A. In the profile picture, Girl is very beautiful, will accept the friend request directly",Both a and b,Innocent users are fooled into taking part in explicit video chats,Enable two factor authentications to login the social media account,D. Only A and B,D. B & C both,B. You will immediately call 1930 cyber crime help line number to file complaint,B. He has not verified the caller and made the payment,You will share the Card Details and CVV to clear the dues,"Wow! that's a good news, you will celebrate and distribute sweets to everyone",Will Immediately report to Cyber Police or file online complaint on www.cybercrime.gov.in,B. Also encourage my friends and family to buy it,All of the Above!,Poor,Very Good,Excellent,Excellent,Maybe,Not Likely,Very Likely,Very Likely,Maybe,No,,Male,Madhya Pradesh,Google,Block the person,Will pay the amount,No,No,12345#,Yas,I do not have/use Laptop or Desktop Computer,Just after Wakeup in the morning,I switch ON internet only when it is required,Not Applicable,Yes,
80,Yes,All of the above,Defamation of an individual on social media,All of the above,4-6 Hours in a day,16-21 Years,UG,Yes,I have good knowledge,Yes,No,Not happened any crime,I did not loose any money,"No, because I was never the victim of cybercrime",,,,,All of the above,4. Both 2 and 3 options are correct,both b and c,No,Duplicate the person’s social media profile,C. Report the fraudulent account to social media and also file a cyber complaint,Both B and C,Both a and b,All of the above,All of the above,D. Only A and B,D. B & C both,D. A & B both,C. Both A and B,You will refuse and first confirm the bill from electricity department,You will ignore the message because this is a fraud msg,Will Immediately report to Cyber Police or file online complaint on www.cybercrime.gov.in,C. Will first verify the authenticity of the website and startup company,All of the Above!,Excellent,Excellent,Excellent,Excellent,Yes,Very Likely,Very Likely,Very Likely,Yes,Yes,,Female,Madhya Pradesh,College/School Notification,All of the Above,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,#Sohan@27!,Jawaharlal nehru smriti college,I do not have/use Laptop or Desktop Computer,In Evening,I switch ON internet only when it is required,Not Applicable,No,
20,No,All of the above,All of the above,Human Negligence,6-8 hours in a day,Under 15 Years,Not Working (Home Maker),No,I have good knowledge,No,Yes,Know Your Customer (KYC) Fraud,20000-50000,"No, I did not file the complaint because of lack of knowledge",No idea how to file the complaint,,,,All of the above,2. Reputed Company Never Ask for Job Processing Fee Payment,c. Clicked on the Link,Yes,Option A and B,A. Always set the profile picture and friend list public,B. will call and verify whether the Girl is Authentic or Fraud,b. He blindly trusted the person and paid money,A recording of the explicit video is used to extort money from the victim,Don’t accept friend requests from unknown while looking only smart picture,B. She did not verify the authenticity of buyer,B. You will refuse to click on the link,B. You will immediately call 1930 cyber crime help line number to file complaint,B. He has not verified the caller and made the payment,You will click on the link and make the payment,"Wow! that's a good news, you will celebrate and distribute sweets to everyone",Checked the source of the call or email and will verify the authenticity,A. Will immediately buy the Smart Phone,Prefer Online shopping from authentic and reliable website only,Excellent,Very Good,Poor,Very Good,Yes,Not Likely,Somewhat Likely,Very Likely,Yes,Yes,Yogesh kumar,Male,Haryana,Youtube,File a cyber complaint on www.cybercrime.gov.in,Will follow the instructions of Criminal Layer Advocate,Yes,Yes,08-01-1992,Yogesh kumar,10-12 Hours in a day,In the Night before Sleep,"I always keep my Internet ON (24*7 , Even During Sleeping Time)",During Reading,Yes,
12,Yes,"Software piracy, Fake bank call",Damage our reputation,Using Internet all the time,4-6 Hours in a day,16-21 Years,Diploma/Vocational Training,Yes,I have good knowledge,Yes,Yes,Online Romance Fraud,50000-100000,"Yes, I filed the complaint.",,Local Police Station,Yes,It was resolved and criminal was arrested but deducted money was not returned,He  clicked on the link directly without verifying the authenticity of the message.,1. Pay the Job Processing fee when asked from Recruiter,a. He verified the caller,Yes,Duplicate the person’s social media profile,A. Always set the profile picture and friend list public,"A. In the profile picture, Girl is very beautiful, will accept the friend request directly",a. He accepted the friend request of unknown people,A recording of the explicit video is used to extort money from the victim,Don’t accept friend requests from unknown while looking only smart picture,A. She clicked on the link to receive the payment,A. You will click on link and then payment will be received.,A. You will immediately call your bank and inform about fraudulent transaction,A. He clicked on the link and made payment,You will click on the link and make the payment,"Wow! that's a good news, you will celebrate and distribute sweets to everyone",All of the above,C. Will first verify the authenticity of the website and startup company,"Do not easily trust Sales Offered on Social Media , must verify the source",Poor,Poor,Poor,Poor,Yes,Not Likely,Not Likely,Not Likely,Yes,Yes,Yes ,Male,Madhya Pradesh,WhatsApp Group,Block the person,"Will not trust the True Caller, and File the complaint against the caller on www.cybercrime.gov.in",Yes,Yes,12345#,Jns college ,4-6 Hours in a day,In Evening,I switch ON internet only when it is required,Not Applicable,Yes,
